question_id,model_name,model_load_time_s,prefill_ms,decode_ms,prefill_plus_decode_ms,latency_sec,input_tokens,output_tokens,total_tokens,correct,model_response,ground_truth,question_text,avg_gpu_cv_w,max_gpu_cv_w,avg_power_in_w,max_gpu_temp_c,energy_total_j,energy_per_input_token_j,energy_per_output_token_j,energy_per_total_token_j,ram_used_mb,ram_free_mb,swap_used_mb,kv_cache_usage_ratio,kv_cache_tokens,prompt_cache_mb
119,Qwen2.5-VL-3B,,713.33,72.49,785.82,0.799,132,2,134,1,No,no,Is the number of water areas equal to the number of commercial buildings in the image?,5.22,5.48,12.02,57.8,8.41,0.0637,4.2066,0.0628,5548,2059,402,0.0000,0,0.00
120,Qwen2.5-VL-3B,,699.36,72.09,771.45,0.785,121,2,123,1,Yes,yes,Is there a commercial building?,5.27,5.48,12.15,57.9,8.51,0.0704,4.2563,0.0692,5548,2059,402,0.0000,0,0.00
121,Qwen2.5-VL-3B,,699.42,345.21,1044.62,1.058,122,6,128,0,10000,90,What is the amount of forests?,5.29,5.52,12.15,58.0,12.14,0.0995,2.0241,0.0949,5548,2059,402,0.0000,0,0.00
122,Qwen2.5-VL-3B,,699.80,72.06,771.85,0.785,124,2,126,0,Yes,no,Are there less residential buildings than water areas?,5.12,5.40,12.08,57.7,8.45,0.0681,4.2234,0.0670,5548,2059,402,0.0000,0,0.00
123,Qwen2.5-VL-3B,,699.76,72.13,771.89,0.786,123,2,125,0,1,14,What is the number of water areas?,5.19,5.44,12.05,58.0,8.44,0.0686,4.2217,0.0675,5548,2059,402,0.0000,0,0.00
124,Qwen2.5-VL-3B,,712.14,72.51,784.65,0.798,127,2,129,1,No,no,Is the number of buildings equal to the number of roads?,5.21,5.48,12.02,58.1,8.41,0.0662,4.2055,0.0652,5548,2059,402,0.0000,0,0.00
125,Qwen2.5-VL-3B,,700.30,72.55,772.85,0.786,129,2,131,1,No,no,Is the number of grass areas equal to the number of water areas?,5.25,5.44,12.18,57.9,8.54,0.0662,4.2705,0.0652,5548,2059,402,0.0000,0,0.00
126,Qwen2.5-VL-3B,,699.65,72.08,771.73,0.785,123,2,125,0,Yes,no,Are there more water areas than roads?,5.24,5.52,12.12,58.1,8.49,0.0690,4.2453,0.0679,5548,2059,402,0.0000,0,0.00
127,Qwen2.5-VL-3B,,699.56,210.54,910.10,0.924,123,4,127,0,100,5,What is the amount of orchards?,5.29,5.52,12.13,58.0,10.91,0.0887,2.7287,0.0859,5548,2059,402,0.0000,0,0.00
128,Qwen2.5-VL-3B,,699.10,72.02,771.12,0.785,123,2,125,1,Yes,yes,Are there more roads than water areas?,4.90,5.16,11.72,57.9,8.21,0.0667,4.1039,0.0657,5548,2059,401,0.0000,0,0.00
129,Qwen2.5-VL-3B,,698.61,72.03,770.64,0.784,124,2,126,0,Yes,no,Are there more small commercial buildings than forests?,5.17,5.40,11.94,58.0,8.36,0.0674,4.1811,0.0664,5548,2059,401,0.0000,0,0.00
130,Qwen2.5-VL-3B,,712.52,72.44,784.97,0.798,129,2,131,1,No,no,Is the number of water areas equal to the number of circular roads?,5.24,5.52,11.99,58.2,8.39,0.0651,4.1969,0.0641,5548,2059,401,0.0000,0,0.00
131,Qwen2.5-VL-3B,,700.80,210.57,911.37,0.925,124,4,128,0,100,0,What is the amount of square residential buildings?,5.30,5.52,12.15,58.2,10.94,0.0882,2.7357,0.0855,5548,2059,401,0.0000,0,0.00
132,Qwen2.5-VL-3B,,712.31,72.16,784.48,0.798,128,2,130,1,No,no,Is the number of grass areas equal to the number of buildings?,5.00,5.52,11.77,58.2,8.20,0.0641,4.1006,0.0631,5548,2059,401,0.0000,0,0.00
133,Qwen2.5-VL-3B,,699.36,72.04,771.40,0.785,122,2,124,1,Yes,yes,Is a rectangular farmland present?,5.25,5.48,12.08,58.3,8.46,0.0694,4.2309,0.0682,5548,2059,401,0.0000,0,0.00
134,Qwen2.5-VL-3B,,699.17,142.98,842.15,0.856,122,3,125,0,10,126,How many grass areas are there?,5.23,5.48,12.04,58.1,9.64,0.0790,3.2119,0.0771,5548,2059,401,0.0000,0,0.00
135,Qwen2.5-VL-3B,,699.36,211.30,910.65,0.924,122,4,126,0,100,63,How many large forests are there?,5.15,5.44,11.99,58.2,10.76,0.0882,2.6910,0.0854,5548,2059,401,0.0000,0,0.00
136,Qwen2.5-VL-3B,,699.78,345.17,1044.95,1.058,125,6,131,0,10000,77,What is the amount of large farmlands?,5.04,5.44,11.88,58.3,11.87,0.0950,1.9786,0.0906,5548,2059,401,0.0000,0,0.00
137,Qwen2.5-VL-3B,,699.60,72.01,771.61,0.785,123,2,125,0,1,76,How many large grass areas are there?,5.10,5.44,12.07,58.2,8.43,0.0686,4.2165,0.0675,5548,2059,401,0.0000,0,0.00
138,Qwen2.5-VL-3B,,698.93,72.08,771.01,0.784,123,2,125,1,Yes,yes,Are there less water areas than forests?,5.23,5.48,12.07,58.3,8.45,0.0687,4.2246,0.0676,5548,2059,401,0.0000,0,0.00
139,Qwen2.5-VL-3B,,698.35,72.07,770.42,0.784,122,2,124,0,Yes,no,Are there less roads than forests?,5.18,5.36,12.05,58.4,8.44,0.0692,4.2210,0.0681,5548,2059,401,0.0000,0,0.00
140,Qwen2.5-VL-3B,,699.25,72.07,771.31,0.785,122,2,124,1,Yes,yes,Is there a medium commercial building?,5.23,5.48,12.00,58.1,8.40,0.0688,4.1979,0.0677,5548,2059,401,0.0000,0,0.00
141,Qwen2.5-VL-3B,,700.14,278.80,978.93,0.992,124,5,129,0,1000,78,What is the number of farmlands?,5.29,5.52,12.06,58.3,10.85,0.0875,2.1698,0.0841,5548,2059,401,0.0000,0,0.00
142,Qwen2.5-VL-3B,,699.17,143.35,842.52,0.856,127,3,130,0,10,217,What is the number of small residential buildings in the image?,5.32,5.52,12.26,58.4,9.81,0.0772,3.2701,0.0755,5548,2059,401,0.0000,0,0.00
143,Qwen2.5-VL-3B,,712.82,72.55,785.38,0.799,128,2,130,1,No,no,Is the number of residential buildings equal to the number of roads?,5.12,5.48,11.94,58.6,8.34,0.0652,4.1710,0.0642,5548,2059,401,0.0000,0,0.00
144,Qwen2.5-VL-3B,,700.55,278.00,978.55,0.992,124,5,129,0,1000,0,What is the amount of square commercial buildings?,5.29,5.52,12.12,58.4,10.91,0.0880,2.1822,0.0846,5548,2059,401,0.0000,0,0.00
145,Qwen2.5-VL-3B,,698.49,143.06,841.54,0.855,123,3,126,0,10,0,What is the number of medium roads?,5.30,5.52,12.27,58.5,9.82,0.0798,3.2723,0.0779,5548,2059,401,0.0000,0,0.00
146,Qwen2.5-VL-3B,,699.04,72.49,771.53,0.785,122,2,124,1,No,no,Is a square residential building present?,5.14,5.48,11.94,58.6,8.34,0.0684,4.1711,0.0673,5548,2059,401,0.0000,0,0.00
147,Qwen2.5-VL-3B,,712.82,72.59,785.40,0.799,131,2,133,1,No,no,Is the number of circular commercial buildings equal to the number of farmlands?,5.18,5.36,12.06,58.3,8.44,0.0645,4.2221,0.0635,5548,2059,401,0.0000,0,0.00
148,Qwen2.5-VL-3B,,714.79,211.49,926.28,0.940,132,4,136,0,100,1,What is the amount of medium farmlands on the left of a  building?,5.32,5.52,12.18,58.7,10.97,0.0831,2.7421,0.0806,5548,2059,401,0.0000,0,0.00
149,Qwen2.5-VL-3B,,712.35,72.22,784.57,0.798,129,2,131,1,No,no,Is the number of roads equal to the number of square residential buildings?,5.00,5.20,11.86,58.3,8.30,0.0643,4.1500,0.0634,5548,2059,401,0.0000,0,0.00
150,Qwen2.5-VL-3B,,699.54,72.09,771.63,0.785,121,2,123,1,1,1,How many commercials are there?,5.26,5.40,12.11,58.5,8.49,0.0702,4.2445,0.0690,5548,2059,401,0.0000,0,0.00
151,Qwen2.5-VL-3B,,699.25,72.14,771.38,0.785,123,2,125,1,Yes,yes,Are there more residential buildings than roads?,5.26,5.52,12.05,58.4,8.43,0.0686,4.2173,0.0675,5548,2059,401,0.0000,0,0.00
152,Qwen2.5-VL-3B,,699.61,72.16,771.76,0.785,123,2,125,1,0,0,How many large residential buildings are there?,5.20,5.48,12.10,58.4,8.47,0.0689,4.2366,0.0678,5548,2059,401,0.0000,0,0.00
153,Qwen2.5-VL-3B,,699.12,72.56,771.68,0.785,123,2,125,0,Yes,no,Are there more commercial buildings than forests?,5.25,5.52,12.04,58.5,8.43,0.0686,4.2170,0.0675,5548,2059,401,0.0000,0,0.00
154,Qwen2.5-VL-3B,,700.37,143.93,844.30,0.858,123,3,126,0,10,7,How many medium residential buildings are there?,5.26,5.52,12.09,58.5,9.67,0.0786,3.2227,0.0767,5548,2059,401,0.0000,0,0.00
155,Qwen2.5-VL-3B,,700.54,72.18,772.72,0.786,124,2,126,1,Yes,yes,Are there more residential buildings than water areas?,5.09,5.28,11.96,58.5,8.38,0.0676,4.1889,0.0665,5549,2058,401,0.0000,0,0.00
156,Qwen2.5-VL-3B,,699.30,72.12,771.42,0.785,121,2,123,1,No,no,Is a circular building present?,5.21,5.48,12.04,58.4,8.44,0.0697,4.2180,0.0686,5549,2058,401,0.0000,0,0.00
157,Qwen2.5-VL-3B,,699.02,72.16,771.19,0.784,122,2,124,0,Yes,no,Are there less buildings than roads?,5.25,5.48,12.02,58.4,8.41,0.0689,4.2044,0.0678,5549,2058,401,0.0000,0,0.00
158,Qwen2.5-VL-3B,,700.16,72.59,772.75,0.786,124,2,126,0,1,9,What is the number of rectangular water areas?,5.23,5.48,12.05,58.4,8.44,0.0681,4.2222,0.0670,5549,2058,401,0.0000,0,0.00
159,Qwen2.5-VL-3B,,699.54,72.12,771.66,0.785,122,2,124,0,0,1,How many large buildings are there?,5.25,5.52,12.01,58.5,8.40,0.0689,4.2024,0.0678,5549,2058,401,0.0000,0,0.00
160,Qwen2.5-VL-3B,,700.00,72.20,772.20,0.785,125,2,127,0,No,yes,Is a rectangular residential building present in the image?,5.26,5.52,12.06,58.5,8.44,0.0675,4.2208,0.0665,5549,2058,401,0.0000,0,0.00
161,Qwen2.5-VL-3B,,699.81,72.12,771.93,0.785,125,2,127,0,Yes,no,Are there more circular grass areas than commercial buildings?,5.19,5.40,12.10,58.5,8.48,0.0678,4.2396,0.0668,5549,2058,401,0.0000,0,0.00
162,Qwen2.5-VL-3B,,699.16,72.60,771.76,0.785,123,2,125,0,Yes,no,Are there less residential buildings than roads?,5.21,5.48,12.12,58.6,8.49,0.0690,4.2431,0.0679,5549,2058,401,0.0000,0,0.00
163,Qwen2.5-VL-3B,,699.97,143.76,843.73,0.857,123,3,126,0,10,2,How many small commercial buildings are there?,5.24,5.48,12.13,58.7,9.70,0.0789,3.2339,0.0770,5549,2058,401,0.0000,0,0.00
164,Qwen2.5-VL-3B,,700.61,72.54,773.16,0.787,125,2,127,1,Yes,yes,Are there less square residential buildings than residential buildings?,5.04,5.28,11.88,58.4,8.33,0.0666,4.1627,0.0656,5549,2058,401,0.0000,0,0.00
165,Qwen2.5-VL-3B,,699.95,72.24,772.19,0.785,123,2,125,0,1,2,How many circular grass areas are there?,5.20,5.44,12.00,58.5,8.40,0.0683,4.1989,0.0672,5549,2058,401,0.0000,0,0.00
166,Qwen2.5-VL-3B,,711.62,72.26,783.87,0.797,129,2,131,1,No,no,Is the number of commercial buildings equal to the number of water areas?,5.22,5.48,12.04,58.3,8.43,0.0653,4.2149,0.0643,5549,2058,401,0.0000,0,0.00
167,Qwen2.5-VL-3B,,723.53,72.63,796.16,0.810,131,2,133,0,3,14,What is the number of water areas on the right of a  residential building?,5.26,5.48,12.11,58.6,9.70,0.0740,4.8479,0.0729,5549,2058,401,0.0000,0,0.00
168,Qwen2.5-VL-3B,,711.26,72.22,783.48,0.797,127,2,129,1,No,no,Is the number of buildings equal to the number of forests?,4.93,5.28,11.57,58.6,8.08,0.0637,4.0421,0.0627,5549,2058,401,0.0000,0,0.00
169,Qwen2.5-VL-3B,,713.18,72.15,785.33,0.799,137,2,139,1,No,no,Is the number of residential buildings equal to the number of water areas on the right of a  residential building?,5.20,5.40,12.10,58.7,8.49,0.0619,4.2434,0.0611,5549,2058,401,0.0000,0,0.00
170,Qwen2.5-VL-3B,,698.94,72.19,771.13,0.784,123,2,125,1,Yes,yes,Are there less medium buildings than roads?,5.29,5.52,12.20,58.7,8.55,0.0695,4.2753,0.0684,5549,2058,401,0.0000,0,0.00
171,Qwen2.5-VL-3B,,711.45,72.19,783.64,0.797,129,2,131,1,No,no,Is the number of water areas equal to the number of residential buildings?,5.23,5.48,12.08,58.6,8.46,0.0656,4.2292,0.0646,5549,2058,401,0.0000,0,0.00
172,Qwen2.5-VL-3B,,699.85,72.68,772.52,0.786,121,2,123,1,No,no,Is there a circular road?,5.27,5.52,12.15,58.4,8.51,0.0704,4.2563,0.0692,5549,2058,401,0.0000,0,0.00
173,Qwen2.5-VL-3B,,699.95,72.23,772.18,0.786,122,2,124,0,1,130,How many rectangular buildings are there?,5.24,5.52,12.09,58.8,8.47,0.0694,4.2344,0.0683,5549,2058,401,0.0000,0,0.00
174,Qwen2.5-VL-3B,,713.43,72.17,785.60,0.799,130,2,132,1,No,no,Is the number of commercial buildings equal to the number of farmlands?,5.23,5.48,12.08,58.5,8.46,0.0650,4.2281,0.0641,5549,2058,401,0.0000,0,0.00
175,Qwen2.5-VL-3B,,699.34,72.14,771.48,0.785,122,2,124,1,Yes,yes,Are there more buildings than roads?,5.29,5.52,12.18,58.7,8.53,0.0699,4.2668,0.0688,5549,2058,401,0.0000,0,0.00
176,Qwen2.5-VL-3B,,699.55,72.62,772.17,0.786,125,2,127,0,Yes,no,Are there more commercial buildings than farmlands?,5.27,5.56,12.05,58.8,8.43,0.0675,4.2164,0.0664,5549,2058,401,0.0000,0,0.00
177,Qwen2.5-VL-3B,,712.91,72.24,785.15,0.799,131,2,133,0,0,5,What is the number of commercial buildings at the top of a  water area?,5.25,5.48,12.03,58.6,8.42,0.0643,4.2103,0.0633,5549,2058,401,0.0000,0,0.00
178,Qwen2.5-VL-3B,,699.31,72.13,771.44,0.785,123,2,125,0,1,2,How many large water areas are there?,5.30,5.52,12.10,58.7,8.48,0.0689,4.2380,0.0678,5549,2058,401,0.0000,0,0.00
179,Qwen2.5-VL-3B,,700.72,72.09,772.81,0.786,124,2,126,0,Yes,no,Are there more commercial buildings than water areas?,5.27,5.56,12.04,58.5,8.43,0.0680,4.2142,0.0669,5549,2058,401,0.0000,0,0.00
180,Qwen2.5-VL-3B,,712.80,72.05,784.85,0.798,128,2,130,1,No,no,Is the number of buildings equal to the number of large roads?,5.27,5.52,12.07,58.6,8.44,0.0660,4.2223,0.0650,5549,2058,401,0.0000,0,0.00
181,Qwen2.5-VL-3B,,712.71,72.53,785.24,0.799,133,2,135,1,No,no,Is the number of farmlands equal to the number of residential buildings in the image?,5.27,5.48,12.18,58.6,8.54,0.0642,4.2682,0.0632,5549,2058,401,0.0000,0,0.00
182,Qwen2.5-VL-3B,,698.50,72.14,770.63,0.784,122,2,124,1,No,no,Is there a circular commercial building?,5.29,5.52,12.21,58.5,8.55,0.0701,4.2766,0.0690,5549,2058,401,0.0000,0,0.00
183,Qwen2.5-VL-3B,,699.34,72.11,771.45,0.785,122,2,124,0,1,0,How many circular roads are there?,5.27,5.56,12.08,58.6,8.45,0.0693,4.2260,0.0682,5549,2058,401,0.0000,0,0.00
184,Qwen2.5-VL-3B,,699.89,210.34,910.23,0.924,124,4,128,0,100,3,What is the amount of medium commercial buildings?,5.29,5.52,12.05,58.7,10.85,0.0875,2.7114,0.0847,5549,2058,401,0.0000,0,0.00
185,Qwen2.5-VL-3B,,699.45,72.08,771.53,0.785,122,2,124,1,0,0,How many circular buildings are there?,4.98,5.36,11.76,58.5,8.20,0.0672,4.1021,0.0662,5549,2058,401,0.0000,0,0.00
186,Qwen2.5-VL-3B,,713.39,72.49,785.88,0.799,132,2,134,0,Yes,no,Are there more water areas on the left of a  farmland than water areas?,5.16,5.40,12.00,58.7,8.41,0.0637,4.2048,0.0628,5549,2058,401,0.0000,0,0.00
187,Qwen2.5-VL-3B,,699.67,72.08,771.75,0.785,122,2,124,0,1,0,How many square buildings are there?,5.30,5.48,12.15,58.7,8.52,0.0699,4.2612,0.0687,5549,2058,401,0.0000,0,0.00
188,Qwen2.5-VL-3B,,699.40,72.08,771.48,0.785,122,2,124,1,No,no,Is a square commercial building present?,5.25,5.52,12.08,58.7,8.46,0.0693,4.2279,0.0682,5549,2058,401,0.0000,0,0.00
189,Qwen2.5-VL-3B,,711.61,72.04,783.65,0.797,128,2,130,1,No,no,Is the number of roads equal to the number of water areas?,5.21,5.48,12.02,58.7,8.42,0.0658,4.2104,0.0648,5549,2058,401,0.0000,0,0.00
190,Qwen2.5-VL-3B,,699.73,72.45,772.18,0.785,122,2,124,1,Yes,yes,Is there a medium grass area?,5.31,5.52,12.12,58.7,8.50,0.0697,4.2490,0.0685,5549,2058,401,0.0000,0,0.00
191,Qwen2.5-VL-3B,,699.70,72.11,771.80,0.785,123,2,125,1,0,0,How many circular residential buildings are there?,5.26,5.52,12.03,58.6,8.42,0.0685,4.2112,0.0674,5549,2058,401,0.0000,0,0.00
192,Qwen2.5-VL-3B,,698.48,72.15,770.63,0.784,121,2,123,0,Yes,no,Is a medium road present?,5.23,5.52,12.01,58.7,8.41,0.0695,4.2063,0.0684,5549,2058,401,0.0000,0,0.00
193,Qwen2.5-VL-3B,,700.37,72.15,772.52,0.786,124,2,126,0,Yes,no,Are there less grass areas than circular roads?,5.24,5.52,12.00,58.7,8.40,0.0678,4.2013,0.0667,5549,2058,401,0.0000,0,0.00
194,Qwen2.5-VL-3B,,712.43,72.46,784.89,0.798,131,2,133,0,0,10,What is the amount of water areas at the top of a  commercial building?,5.23,5.48,12.08,58.8,8.46,0.0646,4.2299,0.0636,5549,2058,401,0.0000,0,0.00
195,Qwen2.5-VL-3B,,713.81,71.98,785.79,0.799,131,2,133,1,Yes,yes,Are there more water areas than commercial buildings at the bottom of a  forest?,5.25,5.44,12.19,58.6,8.54,0.0652,4.2717,0.0642,5549,2058,401,0.0000,0,0.00
196,Qwen2.5-VL-3B,,711.98,72.11,784.09,0.797,128,2,130,0,Yes,no,Is there a forest at the bottom of a  large road?,5.33,5.52,12.15,58.7,8.51,0.0665,4.2572,0.0655,5549,2058,401,0.0000,0,0.00
197,Qwen2.5-VL-3B,,699.84,72.17,772.01,0.785,125,2,127,0,Yes,no,Are there less rectangular grass areas than water areas?,5.32,5.56,12.15,58.7,8.51,0.0681,4.2559,0.0670,5549,2058,401,0.0000,0,0.00
198,Qwen2.5-VL-3B,,700.05,210.66,910.71,0.924,124,4,128,0,100,0,What is the amount of circular commercial buildings?,5.29,5.56,12.15,59.0,10.93,0.0881,2.7318,0.0854,5549,2058,401,0.0000,0,0.00
199,Qwen2.5-VL-3B,,700.05,72.52,772.58,0.786,123,2,125,1,Yes,yes,Are there more buildings than grass areas?,4.99,5.52,11.78,58.7,8.21,0.0668,4.1052,0.0657,5549,2058,401,0.0000,0,0.00
200,Qwen2.5-VL-3B,,700.82,143.34,844.17,0.860,124,3,127,1,Rural,rural,Is it a rural or an urban area,5.16,5.44,12.01,58.8,9.60,0.0774,3.2001,0.0756,5549,2058,401,0.0000,0,0.00
201,Qwen2.5-VL-3B,,699.66,72.47,772.13,0.785,123,2,125,1,Yes,yes,Is there a forest in the image?,5.05,5.24,11.91,58.7,8.34,0.0678,4.1721,0.0668,5549,2058,401,0.0000,0,0.00
202,Qwen2.5-VL-3B,,699.97,72.18,772.15,0.785,122,2,124,0,1,13,What is the number of forests?,5.20,5.44,12.00,58.9,8.41,0.0689,4.2025,0.0678,5549,2058,401,0.0000,0,0.00
203,Qwen2.5-VL-3B,,698.15,72.21,770.36,0.783,121,2,123,1,Yes,yes,Is a water area present?,5.23,5.48,12.11,59.1,8.48,0.0701,4.2389,0.0689,5549,2058,401,0.0000,0,0.00
204,Qwen2.5-VL-3B,,699.84,278.49,978.33,0.991,122,5,127,0,1000,30,What is the amount of roads?,5.24,5.48,12.11,59.0,10.90,0.0893,2.1799,0.0858,5549,2058,401,0.0000,0,0.00
205,Qwen2.5-VL-3B,,699.29,72.06,771.36,0.784,122,2,124,0,Yes,no,Is there a circular nature reserve?,5.29,5.52,12.23,59.0,8.56,0.0702,4.2814,0.0691,5549,2058,401,0.0000,0,0.00
206,Qwen2.5-VL-3B,,698.66,72.03,770.69,0.784,122,2,124,1,1,1,How many water areas are there?,5.26,5.52,12.14,59.2,8.50,0.0696,4.2478,0.0685,5549,2058,401,0.0000,0,0.00
207,Qwen2.5-VL-3B,,711.94,72.08,784.02,0.797,127,2,129,0,1,0,What is the amount of medium water areas in the image?,5.25,5.52,12.09,59.2,8.47,0.0667,4.2345,0.0657,5549,2058,401,0.0000,0,0.00
208,Qwen2.5-VL-3B,,699.20,72.08,771.28,0.784,123,2,125,0,Yes,no,Are there less roads than water areas?,5.29,5.52,12.14,59.1,8.50,0.0691,4.2518,0.0680,5549,2058,401,0.0000,0,0.00
209,Qwen2.5-VL-3B,,699.24,72.50,771.74,0.785,120,2,122,1,Yes,yes,Is there a road?,5.24,5.52,12.02,59.0,8.42,0.0701,4.2081,0.0690,5549,2058,401,0.0000,0,0.00
210,Qwen2.5-VL-3B,,700.02,72.54,772.56,0.786,125,2,127,1,3,3,How many grass areas are there in the image?,5.25,5.52,12.07,59.1,8.46,0.0677,4.2292,0.0666,5549,2058,401,0.0000,0,0.00
211,Qwen2.5-VL-3B,,720.04,72.12,792.15,0.805,124,2,126,1,Yes,yes,Are there more nature reserves than water areas?,5.17,5.48,11.97,59.0,9.56,0.0771,4.7824,0.0759,5549,2058,401,0.0000,0,0.00
212,Qwen2.5-VL-3B,,711.27,72.08,783.36,0.796,127,2,129,1,Yes,yes,Is a road at the top of a  forest present?,4.85,5.08,11.47,58.8,8.04,0.0633,4.0193,0.0623,5549,2058,401,0.0000,0,0.00
213,Qwen2.5-VL-3B,,699.47,72.10,771.57,0.785,124,2,126,1,Yes,yes,Is a small forest present in the image?,5.25,5.40,12.03,59.1,8.44,0.0680,4.2182,0.0670,5549,2058,401,0.0000,0,0.00
214,Qwen2.5-VL-3B,,699.79,72.60,772.39,0.786,123,2,125,0,Yes,no,Are there more water areas than roads?,5.25,5.52,12.07,58.9,8.45,0.0687,4.2250,0.0676,5549,2058,401,0.0000,0,0.00
215,Qwen2.5-VL-3B,,699.20,72.13,771.34,0.784,121,2,123,0,Yes,no,Is there a circular road?,5.25,5.56,12.06,58.9,8.45,0.0698,4.2231,0.0687,5549,2058,401,0.0000,0,0.00
216,Qwen2.5-VL-3B,,699.05,72.09,771.14,0.784,123,2,125,0,1,0,How many large water areas are there?,5.27,5.56,12.02,59.0,8.42,0.0684,4.2096,0.0674,5549,2058,401,0.0000,0,0.00
217,Qwen2.5-VL-3B,,712.24,72.07,784.32,0.797,128,2,130,1,Yes,yes,Is a water area at the top of a  forest present?,5.27,5.52,12.04,59.1,8.43,0.0658,4.2132,0.0648,5549,2058,401,0.0000,0,0.00
218,Qwen2.5-VL-3B,,699.99,278.63,978.62,0.992,122,5,127,0,1000,3,How many nature reserves are there?,5.33,5.56,12.18,59.0,10.97,0.0899,2.1934,0.0864,5549,2058,401,0.0000,0,0.00
219,Qwen2.5-VL-3B,,713.60,72.77,786.37,0.800,131,2,133,0,Yes,no,Is the number of water areas equal to the number of forests in the image?,5.30,5.52,12.23,59.0,8.56,0.0654,4.2818,0.0644,5549,2058,401,0.0000,0,0.00
220,Qwen2.5-VL-3B,,713.27,72.21,785.48,0.799,130,2,132,1,1,1,What is the amount of water areas on the left of a  road?,5.34,5.56,12.23,59.3,8.57,0.0659,4.2825,0.0649,5550,2057,401,0.0000,0,0.00
221,Qwen2.5-VL-3B,,700.02,72.18,772.20,0.785,123,2,125,0,No,yes,Are there more forests than water areas?,5.36,5.56,12.17,59.0,8.53,0.0693,4.2639,0.0682,5550,2057,401,0.0000,0,0.00
222,Qwen2.5-VL-3B,,699.92,72.19,772.11,0.785,122,2,124,1,Yes,yes,Is a rectangular water area present?,5.28,5.56,12.03,59.1,8.42,0.0690,4.2105,0.0679,5550,2057,401,0.0000,0,0.00
223,Qwen2.5-VL-3B,,699.14,72.21,771.35,0.784,121,2,123,1,Yes,yes,Is there a grass area?,5.26,5.52,12.03,58.9,8.42,0.0696,4.2094,0.0684,5550,2057,401,0.0000,0,0.00
224,Qwen2.5-VL-3B,,700.20,211.66,911.85,0.925,124,4,128,0,100,3,What is the amount of large nature reserves?,5.29,5.52,12.08,59.0,10.87,0.0877,2.7185,0.0850,5550,2057,401,0.0000,0,0.00
225,Qwen2.5-VL-3B,,699.61,72.21,771.82,0.785,122,2,124,0,1,0,How many medium roads are there?,4.99,5.36,11.75,58.9,8.20,0.0672,4.1003,0.0661,5550,2057,401,0.0000,0,0.00
226,Qwen2.5-VL-3B,,699.96,72.07,772.03,0.785,124,2,126,0,Yes,no,Are there more square roads than water areas?,5.15,5.40,12.05,58.9,8.44,0.0681,4.2216,0.0670,5550,2057,401,0.0000,0,0.00
227,Qwen2.5-VL-3B,,699.68,72.16,771.85,0.785,123,2,125,1,1,1,What is the number of circular forests?,5.24,5.48,12.03,59.2,8.43,0.0685,4.2125,0.0674,5550,2057,401,0.0000,0,0.00
228,Qwen2.5-VL-3B,,711.51,72.21,783.72,0.797,127,2,129,1,No,no,Is the number of roads equal to the number of forests?,5.23,5.48,12.09,59.1,8.46,0.0666,4.2312,0.0656,5550,2057,401,0.0000,0,0.00
229,Qwen2.5-VL-3B,,700.49,72.49,772.98,0.786,124,2,126,1,1,1,What is the number of circular water areas?,5.28,5.52,12.15,58.9,8.52,0.0687,4.2588,0.0676,5550,2057,401,0.0000,0,0.00
230,Qwen2.5-VL-3B,,700.49,72.08,772.57,0.786,123,2,125,1,Yes,yes,Are there more roads than water areas?,5.24,5.52,12.06,59.1,8.44,0.0686,4.2209,0.0675,5550,2057,401,0.0000,0,0.00
231,Qwen2.5-VL-3B,,700.14,72.05,772.19,0.785,124,2,126,1,Yes,yes,Is a nature reserve present in the image?,5.28,5.52,12.07,59.1,8.45,0.0681,4.2240,0.0670,5550,2057,401,0.0000,0,0.00
232,Qwen2.5-VL-3B,,713.32,142.95,856.27,0.869,130,3,133,0,10,5,What is the number of roads at the bottom of the  water area?,5.25,5.52,12.12,59.1,9.70,0.0746,3.2325,0.0729,5550,2057,401,0.0000,0,0.00
233,Qwen2.5-VL-3B,,699.72,72.47,772.19,0.785,122,2,124,1,Yes,yes,Are there more roads than forests?,5.16,5.52,12.01,59.1,8.40,0.0688,4.1984,0.0677,5550,2057,401,0.0000,0,0.00
234,Qwen2.5-VL-3B,,712.31,72.58,784.89,0.798,129,2,131,1,No,no,Is the number of water areas equal to the number of grass areas?,5.23,5.48,12.06,59.0,8.44,0.0654,4.2198,0.0644,5549,2058,401,0.0000,0,0.00
235,Qwen2.5-VL-3B,,700.48,72.05,772.53,0.786,128,2,130,1,No,no,Is the number of forests equal to the number of water areas?,5.30,5.52,12.13,59.1,8.50,0.0664,4.2487,0.0654,5549,2058,401,0.0000,0,0.00
236,Qwen2.5-VL-3B,,699.74,72.09,771.83,0.785,123,2,125,0,Yes,no,Are there more grass areas than roads?,5.27,5.56,12.05,59.2,8.43,0.0686,4.2163,0.0675,5549,2058,401,0.0000,0,0.00
237,Qwen2.5-VL-3B,,698.59,72.06,770.65,0.784,123,2,125,1,Yes,yes,Are there less water areas than roads?,5.25,5.48,12.12,59.3,8.48,0.0690,4.2408,0.0679,5550,2057,401,0.0000,0,0.00
238,Qwen2.5-VL-3B,,699.71,143.57,843.28,0.856,123,3,126,0,10,3,What is the amount of rectangular forests?,5.22,5.48,12.07,59.0,9.66,0.0785,3.2187,0.0766,5550,2057,401,0.0000,0,0.00
