question_id,model_name,model_load_time_s,prefill_ms,decode_ms,prefill_plus_decode_ms,latency_sec,input_tokens,output_tokens,total_tokens,correct,model_response,ground_truth,question_text,avg_gpu_cv_w,max_gpu_cv_w,avg_power_in_w,max_gpu_temp_c,energy_total_j,energy_per_input_token_j,energy_per_output_token_j,energy_per_total_token_j,ram_used_mb,ram_free_mb,swap_used_mb,kv_cache_usage_ratio,kv_cache_tokens
499,Qwen2.5-VL-3B,,656.64,147.43,804.07,0.834,130,3,133,0,10,0,What is the number of roads on the right of the  water area?,6.74,6.98,14.63,62.9,11.73,0.0902,3.9091,0.0882,7389,231,1968,0.0000,0
500,Qwen2.5-VL-3B,,521.54,204.31,725.85,0.775,124,2,126,1,Urban,urban,Is it a rural or an urban area,6.23,6.71,14.12,62.6,9.94,0.0802,4.9700,0.0789,7394,226,1968,0.0000,0
501,Qwen2.5-VL-3B,,488.32,69.39,557.71,0.599,121,2,123,1,Yes,yes,Is there a residential building?,5.98,6.71,13.67,62.7,6.84,0.0566,3.4215,0.0556,7400,220,1968,0.0000,0
502,Qwen2.5-VL-3B,,575.70,301.21,876.91,0.924,123,5,128,0,1000,6891,What is the number of residential buildings?,6.72,6.98,14.83,62.7,13.36,0.1086,2.6727,0.1044,7400,220,1963,0.0000,0
503,Qwen2.5-VL-3B,,534.22,145.64,679.86,0.715,125,3,128,0,10,984,What is the amount of roads in the image?,6.51,6.90,14.59,62.8,10.22,0.0818,3.4073,0.0799,7402,218,1957,0.0000,0
504,Qwen2.5-VL-3B,,490.55,65.11,555.66,0.609,122,2,124,1,Yes,yes,Is a medium water area present?,6.34,6.97,14.20,63.0,8.47,0.0694,4.2347,0.0683,7401,219,1952,0.0000,0
505,Qwen2.5-VL-3B,,617.64,227.54,845.18,0.878,125,4,129,0,100,44,How many commercial buildings are there in the image?,6.37,6.93,14.16,62.7,11.30,0.0904,2.8246,0.0876,7402,218,1947,0.0000,0
506,Qwen2.5-VL-3B,,697.41,151.06,848.48,0.878,123,3,126,0,10,295,What is the number of grass areas?,6.36,6.75,14.86,62.8,11.92,0.0969,3.9719,0.0946,7401,219,1948,0.0000,0
507,Qwen2.5-VL-3B,,542.00,65.38,607.38,0.648,122,2,124,1,Yes,yes,Is there a rectangular commercial building?,6.47,6.83,14.64,62.7,8.77,0.0719,4.3871,0.0708,7373,247,2117,0.0000,0
508,Qwen2.5-VL-3B,,623.96,70.77,694.73,0.732,121,2,123,1,Yes,yes,Is a commercial building present?,6.40,6.75,14.34,62.8,10.03,0.0829,5.0160,0.0816,7377,243,2112,0.0000,0
509,Qwen2.5-VL-3B,,506.08,141.63,647.71,0.691,122,3,125,0,10,48,How many medium forests are there?,6.53,7.01,14.33,62.9,8.57,0.0702,2.8552,0.0685,7378,242,2111,0.0000,0
510,Qwen2.5-VL-3B,,557.06,70.80,627.86,0.657,120,2,122,1,Yes,yes,Is a building present?,6.64,6.93,14.72,62.7,8.84,0.0737,4.4200,0.0725,7389,231,2107,0.0000,0
511,Qwen2.5-VL-3B,,534.33,70.01,604.33,0.634,123,2,125,0,3,40,What is the number of water areas?,6.54,6.70,14.56,62.9,8.75,0.0711,4.3752,0.0700,7389,231,2107,0.0000,0
512,Qwen2.5-VL-3B,,517.42,72.63,590.05,0.637,124,2,126,0,Yes,no,Are there more water areas than commercial buildings?,6.39,6.85,14.38,62.8,8.60,0.0694,4.2998,0.0683,7389,231,2107,0.0000,0
513,Qwen2.5-VL-3B,,652.46,303.09,955.55,0.981,121,5,126,0,1000,178,How many forests are there?,6.33,6.74,14.40,62.8,12.95,0.1070,2.5904,0.1028,7390,230,2102,0.0000,0
514,Qwen2.5-VL-3B,,673.10,225.79,898.89,0.928,123,4,127,0,100,4,What is the amount of scrubs?,6.26,6.67,14.63,62.8,13.17,0.1071,3.2925,0.1037,7389,231,2100,0.0000,0
515,Qwen2.5-VL-3B,,513.66,297.46,811.13,0.859,123,5,128,0,1000,38,How many farmlands are there?,6.35,6.82,14.41,62.9,11.53,0.0938,2.3064,0.0901,7392,228,2100,0.0000,0
516,Qwen2.5-VL-3B,,526.76,145.28,672.04,0.723,124,3,127,0,10,50,What is the number of rectangular grass areas?,6.36,6.75,14.52,62.8,10.16,0.0819,3.3855,0.0800,7395,225,2114,0.0000,0
517,Qwen2.5-VL-3B,,618.18,222.39,840.57,0.867,124,4,128,0,100,91,What is the amount of medium grass areas?,6.30,6.67,14.49,62.9,11.60,0.0936,2.9004,0.0906,7396,224,2110,0.0000,0
518,Qwen2.5-VL-3B,,706.28,67.45,773.73,0.803,124,2,126,0,2,8,What is the number of large water areas?,5.86,6.74,13.81,62.8,11.01,0.0888,5.5027,0.0873,7397,223,2110,0.0000,0
519,Qwen2.5-VL-3B,,493.78,64.47,558.25,0.600,121,2,123,1,Yes,yes,Is a small road present?,6.24,6.82,13.99,62.9,6.96,0.0575,3.4807,0.0566,7399,221,2130,0.0000,0
520,Qwen2.5-VL-3B,,554.66,66.31,620.98,0.666,120,2,122,1,Yes,yes,Is there a road?,6.65,6.97,14.70,62.6,8.84,0.0736,4.4177,0.0724,7406,214,2125,0.0000,0
521,Qwen2.5-VL-3B,,519.98,66.22,586.20,0.637,121,2,123,1,Yes,yes,Is there a water area?,6.59,6.87,14.49,62.8,8.69,0.0718,4.3467,0.0707,7407,213,2122,0.0000,0
522,Qwen2.5-VL-3B,,619.37,68.66,688.02,0.720,130,2,132,1,No,no,Is the number of farmlands equal to the number of water areas?,6.56,6.94,14.49,62.8,10.13,0.0779,5.0627,0.0767,7405,215,2117,0.0000,0
523,Qwen2.5-VL-3B,,678.89,70.03,748.92,0.782,123,2,125,1,Yes,yes,Are there more buildings than parkings?,5.97,6.89,13.46,62.8,9.35,0.0760,4.6766,0.0748,7405,215,2117,0.0000,0
524,Qwen2.5-VL-3B,,524.00,218.87,742.87,0.792,121,4,125,0,100,6998,How many buildings are there?,6.73,7.01,14.58,62.8,10.20,0.0843,2.5500,0.0816,7399,221,2180,0.0000,0
525,Qwen2.5-VL-3B,,677.31,65.82,743.13,0.770,128,2,130,0,Yes,no,Is there a large road on the left of a  road?,6.44,6.79,14.75,62.8,10.33,0.0807,5.1647,0.0795,7407,213,2176,0.0000,0
526,Qwen2.5-VL-3B,,652.09,69.45,721.54,0.750,123,2,125,0,Yes,no,Are there more water areas than buildings?,6.37,6.47,14.68,62.7,10.30,0.0837,5.1488,0.0824,7408,212,2175,0.0000,0
527,Qwen2.5-VL-3B,,625.62,64.88,690.50,0.717,122,2,124,1,Yes,yes,Is a large commercial building present?,6.39,6.67,14.56,62.8,10.19,0.0835,5.0939,0.0822,7412,208,2174,0.0000,0
528,Qwen2.5-VL-3B,,676.26,66.61,742.87,0.778,129,2,131,1,No,no,Is the number of residential buildings equal to the number of village greens?,6.17,6.78,13.88,62.7,9.68,0.0750,4.8395,0.0739,7418,202,2174,0.0000,0
529,Qwen2.5-VL-3B,,635.38,69.94,705.32,0.734,123,2,125,1,Yes,yes,Are there less water areas than buildings?,6.57,6.85,14.69,62.9,10.29,0.0837,5.1462,0.0823,7417,203,2263,0.0000,0
530,Qwen2.5-VL-3B,,557.53,69.30,626.83,0.669,123,2,125,0,Yes,no,Are there less buildings than grass areas?,6.39,6.75,14.39,62.7,8.62,0.0700,4.3076,0.0689,7424,196,2263,0.0000,0
531,Qwen2.5-VL-3B,,647.18,71.52,718.70,0.750,124,2,126,0,Yes,no,Are there more square water areas than roads?,6.31,6.70,14.30,62.8,9.98,0.0805,4.9893,0.0792,7418,202,2356,0.0000,0
532,Qwen2.5-VL-3B,,640.01,66.08,706.09,0.733,122,2,124,1,Yes,yes,Is a square grass area present?,6.38,6.89,14.30,62.8,9.98,0.0818,4.9897,0.0805,7420,200,2356,0.0000,0
533,Qwen2.5-VL-3B,,671.95,86.29,758.24,0.787,129,2,131,1,No,no,Is the number of large buildings equal to the number of cemeterys?,6.38,6.83,14.24,62.9,9.95,0.0771,4.9736,0.0759,7427,193,2356,0.0000,0
534,Qwen2.5-VL-3B,,522.79,299.77,822.56,0.868,123,5,128,0,1000,5,How many large commercial buildings are there?,6.69,7.01,14.57,62.8,11.68,0.0949,2.3355,0.0912,7428,192,2437,0.0000,0
535,Qwen2.5-VL-3B,,550.50,69.39,619.89,0.657,122,2,124,1,Yes,yes,Are there more roads than forests?,6.37,6.67,14.60,62.8,8.76,0.0718,4.3797,0.0706,7436,184,2432,0.0000,0
536,Qwen2.5-VL-3B,,522.49,71.25,593.75,0.635,120,2,122,1,Yes,yes,Is there a forest?,6.50,6.89,14.52,62.8,8.70,0.0725,4.3516,0.0713,7436,184,2431,0.0000,0
537,Qwen2.5-VL-3B,,653.61,68.40,722.01,0.753,127,2,129,0,Yes,no,Are there less residential buildings than grass areas in the image?,6.26,6.75,14.11,62.7,9.88,0.0778,4.9402,0.0766,7435,185,2427,0.0000,0
538,Qwen2.5-VL-3B,,521.19,71.44,592.62,0.636,122,2,124,1,Yes,yes,Is there a medium commercial building?,6.59,6.94,14.50,62.8,8.69,0.0712,4.3442,0.0701,7432,188,2498,0.0000,0
539,Qwen2.5-VL-3B,,538.48,71.22,609.70,0.658,123,2,125,1,Yes,yes,Are there less roads than residential buildings?,6.40,6.83,14.38,62.7,8.63,0.0701,4.3136,0.0690,7436,184,2493,0.0000,0
540,Qwen2.5-VL-3B,,664.12,227.01,891.13,0.923,124,4,128,0,100,23,What is the number of medium residential buildings?,6.31,6.78,14.30,62.9,12.88,0.1039,3.2200,0.1006,7434,186,2520,0.0000,0
541,Qwen2.5-VL-3B,,531.39,69.66,601.05,0.650,120,2,122,1,Yes,yes,Is there a parking?,6.25,6.83,14.30,62.6,8.57,0.0714,4.2848,0.0702,7434,186,2519,0.0000,0
542,Qwen2.5-VL-3B,,511.12,67.24,578.36,0.624,122,2,124,1,Yes,yes,Is a small commercial building present?,6.45,6.85,14.36,62.8,8.62,0.0706,4.3079,0.0695,7428,192,2604,0.0000,0
543,Qwen2.5-VL-3B,,508.45,68.56,577.00,0.623,121,2,123,1,Yes,yes,Is a farmland present?,6.53,6.94,14.29,62.9,8.53,0.0705,4.2666,0.0694,7429,191,2598,0.0000,0
544,Qwen2.5-VL-3B,,668.27,73.32,741.59,0.774,124,2,126,0,No,yes,Is a rectangular building present in the image?,6.11,6.70,13.86,62.7,9.65,0.0779,4.8274,0.0766,7430,190,2593,0.0000,0
545,Qwen2.5-VL-3B,,559.18,73.67,632.85,0.675,121,2,123,1,Yes,yes,Is there a grass area?,6.39,6.63,14.54,62.6,8.73,0.0721,4.3650,0.0710,7431,189,2592,0.0000,0
546,Qwen2.5-VL-3B,,526.16,69.56,595.72,0.632,123,2,125,0,Yes,no,Are there more water areas than roads?,6.62,6.97,14.58,62.8,8.74,0.0711,4.3718,0.0699,7447,173,2592,0.0000,0
547,Qwen2.5-VL-3B,,498.02,70.09,568.11,0.611,122,2,124,1,Yes,yes,Are there more buildings than forests?,6.57,7.05,14.31,62.9,8.58,0.0703,4.2880,0.0692,7448,172,2592,0.0000,0
548,Qwen2.5-VL-3B,,503.40,70.37,573.77,0.622,124,2,126,1,Yes,yes,Are there more commercial buildings than water areas?,6.31,6.93,13.93,62.9,8.36,0.0674,4.1777,0.0663,7448,172,2587,0.0000,0
549,Qwen2.5-VL-3B,,505.17,67.04,572.21,0.615,121,2,123,0,No,yes,Is a large forest present?,6.50,6.93,14.29,62.9,8.54,0.0706,4.2712,0.0695,7444,176,2608,0.0000,0
550,Qwen2.5-VL-3B,,689.27,66.43,755.71,0.787,129,2,131,1,No,no,Is the number of grass areas equal to the number of commercial buildings?,5.11,6.83,12.02,62.8,8.28,0.0642,4.1407,0.0632,7444,176,2603,0.0000,0
551,Qwen2.5-VL-3B,,559.35,68.84,628.19,0.676,122,2,124,0,2,0,How many large roads are there?,6.67,6.93,14.69,62.8,8.82,0.0723,4.4114,0.0712,7444,176,2602,0.0000,0
552,Qwen2.5-VL-3B,,650.00,74.13,724.13,0.758,129,2,131,1,No,no,Is the number of roads equal to the number of square grass areas?,6.50,6.97,14.30,62.7,10.00,0.0775,4.9982,0.0763,7439,181,2653,0.0000,0
553,Qwen2.5-VL-3B,,666.20,71.86,738.06,0.767,121,2,123,1,Yes,yes,Is a square building present?,6.41,6.75,14.69,62.4,10.30,0.0851,5.1488,0.0837,7439,181,2652,0.0000,0
554,Qwen2.5-VL-3B,,657.25,69.09,726.34,0.752,122,2,124,1,Yes,yes,Is a small grass area present?,6.34,6.71,14.51,62.6,10.15,0.0832,5.0739,0.0818,7444,176,2704,0.0000,0
555,Qwen2.5-VL-3B,,662.36,68.61,730.96,0.762,124,2,126,0,Yes,no,Are there more water areas than residential buildings?,6.32,6.83,14.30,62.8,9.98,0.0805,4.9886,0.0792,7446,174,2723,0.0000,0
556,Qwen2.5-VL-3B,,570.61,71.66,642.28,0.680,121,2,123,0,Yes,no,Is a rectangular road present?,6.44,6.59,14.60,62.5,8.78,0.0725,4.3882,0.0714,7448,172,2736,0.0000,0
557,Qwen2.5-VL-3B,,822.30,67.30,889.60,0.918,124,2,126,0,Yes,no,Are there less roads than square grass areas?,5.58,6.89,13.02,62.8,11.57,0.0933,5.7828,0.0918,7449,171,2802,0.0000,0
558,Qwen2.5-VL-3B,,487.14,542.96,1030.10,1.075,123,4,127,0,100,0,What is the number of square roads?,6.10,7.09,13.53,62.8,13.67,0.1112,3.4184,0.1077,7449,171,2800,0.0000,0
559,Qwen2.5-VL-3B,,471.20,225.42,696.62,0.744,124,4,128,0,100,0,What is the number of square commercial buildings?,5.50,6.89,12.80,62.7,8.99,0.0725,2.2463,0.0702,7448,172,2844,0.0000,0
560,Qwen2.5-VL-3B,,1261.93,55.93,1317.86,1.347,131,2,133,1,No,no,Is the number of buildings equal to the number of grass areas in the image?,3.91,6.42,10.56,62.4,13.42,0.1024,6.7099,0.1009,7448,172,2839,0.0000,0
561,Qwen2.5-VL-3B,,744.49,147.95,892.44,0.923,123,3,126,0,10,4,What is the number of sports centres?,5.84,7.09,13.10,62.5,11.68,0.0949,3.8920,0.0927,7444,176,2902,0.0000,0
562,Qwen2.5-VL-3B,,673.32,67.06,740.38,0.768,121,2,123,1,Yes,yes,Is a rectangular forest present?,5.84,6.82,13.17,62.9,9.13,0.0754,4.5634,0.0742,7447,173,2941,0.0000,0
563,Qwen2.5-VL-3B,,717.12,68.87,785.99,0.812,126,2,128,1,Yes,yes,Are there more buildings than water areas in the image?,5.99,7.05,13.26,62.6,10.50,0.0833,5.2491,0.0820,7453,167,2945,0.0000,0
564,Qwen2.5-VL-3B,,599.24,72.45,671.69,0.700,124,2,126,1,Yes,yes,Are there more water areas than medium buildings?,6.45,6.79,14.28,62.4,8.55,0.0689,4.2738,0.0678,7458,162,2967,0.0000,0
565,Qwen2.5-VL-3B,,480.96,73.13,554.09,0.830,122,2,124,0,Yes,no,Is a circular commercial building present?,5.84,6.90,13.36,62.5,10.56,0.0866,5.2802,0.0852,7460,160,2981,0.0000,0
566,Qwen2.5-VL-3B,,542.39,71.61,614.00,0.659,122,2,124,1,Yes,yes,Is there a rectangular residential building?,6.41,6.87,14.44,62.5,8.64,0.0708,4.3204,0.0697,7462,158,2999,0.0000,0
