question_id,model_name,model_load_time_s,prefill_ms,decode_ms,prefill_plus_decode_ms,latency_sec,input_tokens,output_tokens,total_tokens,correct,model_response,ground_truth,question_text,avg_gpu_cv_w,max_gpu_cv_w,avg_power_in_w,max_gpu_temp_c,energy_total_j,energy_per_input_token_j,energy_per_output_token_j,energy_per_total_token_j,ram_used_mb,ram_free_mb,swap_used_mb,kv_n_past,kv_n_ctx,kv_peak_occupancy
490,Qwen2.5-VL-3B,,633.96,71.40,705.36,0.733,128,2,130,1,No,no,Is the number of water areas equal to the number of forests?,6.03,6.83,13.69,62.4,9.53,0.0745,4.7650,0.0733,7364,256,2044,0,8192,0.0
491,Qwen2.5-VL-3B,,674.62,73.10,747.72,0.774,129,2,131,1,No,no,Is the number of grass areas equal to the number of rectangular roads?,6.20,6.83,13.97,62.3,9.73,0.0754,4.8651,0.0743,7380,240,2034,0,8192,0.0
492,Qwen2.5-VL-3B,,651.72,69.55,721.27,0.748,128,2,130,1,Yes,yes,Are there more farmlands than water areas in the image?,5.92,6.93,13.31,62.4,9.27,0.0724,4.6357,0.0713,7376,244,2135,0,8192,0.0
493,Qwen2.5-VL-3B,,607.27,64.43,671.70,0.699,131,2,133,1,No,no,Is the number of square grass areas equal to the number of farmlands?,6.11,6.85,13.70,62.2,8.18,0.0624,4.0896,0.0615,7380,240,2175,0,8192,0.0
494,Qwen2.5-VL-3B,,732.62,73.15,805.77,0.835,128,2,130,0,Yes,no,Is a water area at the bottom of a  forest present?,6.43,6.97,14.43,62.2,11.52,0.0900,5.7609,0.0886,7384,236,2175,0,8192,0.0
495,Qwen2.5-VL-3B,,641.99,68.57,710.55,0.737,131,2,133,0,2,0,What is the number of water areas on the left of a  farmland?,5.93,6.93,13.45,62.4,9.35,0.0714,4.6756,0.0703,7378,242,2235,0,8192,0.0
496,Qwen2.5-VL-3B,,636.59,712.57,1349.16,1.375,131,4,135,0,100,0,What is the amount of roads at the bottom of a  medium water area?,5.50,6.87,12.78,62.3,16.75,0.1278,4.1865,0.1240,7386,234,2235,0,8192,0.0
497,Qwen2.5-VL-3B,,493.46,57.31,550.77,1.005,127,2,129,1,No,no,Is the number of roads equal to the number of forests?,2.88,5.86,8.71,62.0,8.55,0.0673,4.2728,0.0662,7378,242,2341,0,8192,0.0
498,Qwen2.5-VL-3B,,884.43,66.98,951.41,0.983,134,2,136,0,2,0,How many large water areas on the right of a  circular forest are there in the image?,4.17,6.13,10.45,61.9,9.23,0.0689,4.6157,0.0679,7384,236,2399,0,8192,0.0
499,Qwen2.5-VL-3B,,707.44,153.38,860.82,0.888,130,3,133,0,10,0,What is the number of roads on the right of the  water area?,6.29,7.13,13.52,62.1,10.75,0.0827,3.5826,0.0808,7376,244,2434,0,8192,0.0
500,Qwen2.5-VL-3B,,490.35,132.83,623.18,0.671,124,2,126,1,Urban,urban,Is it a rural or an urban area,6.31,6.98,13.86,62.3,8.31,0.0670,4.1540,0.0659,7376,244,2472,0,8192,0.0
501,Qwen2.5-VL-3B,,483.65,71.83,555.48,0.607,121,2,123,1,Yes,yes,Is there a residential building?,6.07,6.93,13.46,62.2,8.05,0.0665,4.0249,0.0654,7381,239,2482,0,8192,0.0
502,Qwen2.5-VL-3B,,489.98,300.50,790.48,0.842,123,5,128,0,1000,6891,What is the number of residential buildings?,6.33,6.98,14.09,62.1,11.27,0.0916,2.2540,0.0880,7379,241,2491,0,8192,0.0
503,Qwen2.5-VL-3B,,517.06,146.91,663.97,0.713,125,3,128,0,10,984,What is the amount of roads in the image?,6.18,6.75,14.25,62.0,9.97,0.0798,3.3234,0.0779,7385,235,2498,0,8192,0.0
504,Qwen2.5-VL-3B,,501.19,68.57,569.76,0.608,122,2,124,1,Yes,yes,Is a medium water area present?,6.20,6.94,14.04,62.3,8.43,0.0691,4.2162,0.0680,7385,235,2513,0,8192,0.0
505,Qwen2.5-VL-3B,,739.36,219.08,958.43,0.991,125,4,129,0,100,44,How many commercial buildings are there in the image?,5.23,7.09,12.22,62.2,10.85,0.0868,2.7123,0.0841,7381,239,2513,0,8192,0.0
506,Qwen2.5-VL-3B,,667.04,144.68,811.72,0.843,123,3,126,0,10,295,What is the number of grass areas?,6.47,6.83,14.56,61.9,11.65,0.0947,3.8817,0.0924,7380,240,2512,0,8192,0.0
507,Qwen2.5-VL-3B,,472.25,65.93,538.18,0.657,122,2,124,1,Yes,yes,Is there a rectangular commercial building?,5.75,6.89,13.24,62.0,7.82,0.0641,3.9119,0.0631,7379,241,2542,0,8192,0.0
508,Qwen2.5-VL-3B,,601.23,74.69,675.93,0.707,121,2,123,1,Yes,yes,Is a commercial building present?,6.26,6.94,13.93,62.2,9.75,0.0806,4.8740,0.0793,7385,235,2538,0,8192,0.0
509,Qwen2.5-VL-3B,,474.50,127.76,602.26,0.762,122,3,125,0,10,48,How many medium forests are there?,5.76,6.94,13.00,62.0,8.96,0.0735,2.9874,0.0717,7382,238,2568,0,8192,0.0
510,Qwen2.5-VL-3B,,508.15,70.06,578.22,0.616,120,2,122,1,Yes,yes,Is a building present?,6.23,6.94,13.92,62.1,8.36,0.0697,4.1793,0.0685,7379,241,2634,0,8192,0.0
511,Qwen2.5-VL-3B,,482.63,67.74,550.36,0.590,123,2,125,0,3,40,What is the number of water areas?,6.06,6.97,13.45,62.0,6.71,0.0545,3.3533,0.0537,7381,239,2631,0,8192,0.0
512,Qwen2.5-VL-3B,,524.00,70.37,594.37,0.639,124,2,126,0,Yes,no,Are there more water areas than commercial buildings?,6.64,6.94,14.51,62.2,8.72,0.0703,4.3588,0.0692,7381,239,2627,0,8192,0.0
513,Qwen2.5-VL-3B,,746.17,303.12,1049.29,1.086,121,5,126,0,1000,178,How many forests are there?,5.56,7.01,12.79,62.1,12.69,0.1049,2.5382,0.1007,7382,238,2622,0,8192,0.0
514,Qwen2.5-VL-3B,,647.63,223.78,871.41,0.901,123,4,127,0,100,4,What is the amount of scrubs?,6.06,6.83,13.87,62.0,11.06,0.0899,2.7659,0.0871,7379,241,2650,0,8192,0.0
515,Qwen2.5-VL-3B,,546.80,302.12,848.93,0.890,123,5,128,0,1000,38,How many farmlands are there?,6.50,6.83,14.74,62.1,11.80,0.0959,2.3595,0.0922,7378,242,2668,0,8192,0.0
516,Qwen2.5-VL-3B,,503.74,141.05,644.78,0.688,124,3,127,0,10,50,What is the number of rectangular grass areas?,6.17,6.83,14.16,62.1,8.48,0.0684,2.8268,0.0668,7383,237,2664,0,8192,0.0
517,Qwen2.5-VL-3B,,604.82,225.06,829.87,0.850,124,4,128,0,100,91,What is the amount of medium grass areas?,6.24,6.75,14.22,62.0,11.43,0.0922,2.8581,0.0893,7384,236,2659,0,8192,0.0
518,Qwen2.5-VL-3B,,617.05,69.61,686.66,0.707,124,2,126,0,2,8,What is the number of large water areas?,6.06,6.83,14.01,62.2,9.83,0.0793,4.9157,0.0780,7385,235,2659,0,8192,0.0
519,Qwen2.5-VL-3B,,488.69,79.88,568.56,0.614,121,2,123,1,Yes,yes,Is a small road present?,6.28,6.87,14.04,62.1,8.39,0.0694,4.1963,0.0682,7385,235,2701,0,8192,0.0
520,Qwen2.5-VL-3B,,468.18,67.78,535.97,0.671,120,2,122,1,Yes,yes,Is there a road?,5.67,6.78,12.85,62.1,7.57,0.0631,3.7863,0.0621,7391,229,2695,0,8192,0.0
521,Qwen2.5-VL-3B,,528.58,72.45,601.03,0.643,121,2,123,1,Yes,yes,Is there a water area?,6.64,6.98,14.56,62.1,8.73,0.0722,4.3654,0.0710,7391,229,2690,0,8192,0.0
522,Qwen2.5-VL-3B,,1091.98,56.37,1148.35,1.177,130,2,132,1,No,no,Is the number of farmlands equal to the number of water areas?,4.31,6.43,10.88,62.0,11.70,0.0900,5.8491,0.0886,7392,228,2685,0,8192,0.0
523,Qwen2.5-VL-3B,,656.43,68.16,724.58,0.759,123,2,125,1,Yes,yes,Are there more buildings than parkings?,6.26,7.05,13.70,62.0,9.52,0.0774,4.7623,0.0762,7384,236,2758,0,8192,0.0
524,Qwen2.5-VL-3B,,488.29,546.81,1035.10,1.073,121,4,125,0,100,6998,How many buildings are there?,5.83,6.97,13.11,61.9,13.24,0.1094,3.3089,0.1059,7390,230,2770,0,8192,0.0
525,Qwen2.5-VL-3B,,640.51,507.11,1147.62,1.177,128,2,130,0,Yes,no,Is there a large road on the left of a  road?,4.85,6.75,11.59,61.9,12.89,0.1007,6.4466,0.0992,7392,228,2770,0,8192,0.0
526,Qwen2.5-VL-3B,,632.50,56.51,689.01,0.778,123,2,125,0,Yes,no,Are there more water areas than buildings?,3.65,5.63,9.86,61.8,6.81,0.0553,3.4036,0.0545,7386,234,2803,0,8192,0.0
527,Qwen2.5-VL-3B,,595.98,65.62,661.60,0.691,122,2,124,1,Yes,yes,Is a large commercial building present?,6.52,6.90,14.16,61.7,8.50,0.0697,4.2491,0.0685,7391,229,2802,0,8192,0.0
528,Qwen2.5-VL-3B,,745.31,71.65,816.95,0.844,129,2,131,1,No,no,Is the number of residential buildings equal to the number of village greens?,6.24,7.14,13.63,62.0,10.81,0.0838,5.4049,0.0825,7398,222,2821,0,8192,0.0
529,Qwen2.5-VL-3B,,719.00,73.05,792.05,0.818,123,2,125,1,Yes,yes,Are there less water areas than buildings?,5.61,6.94,12.83,61.8,10.12,0.0823,5.0603,0.0810,7400,220,2827,0,8192,0.0
530,Qwen2.5-VL-3B,,482.48,67.24,549.72,0.647,123,2,125,0,Yes,no,Are there less buildings than grass areas?,5.70,6.90,13.03,61.8,7.76,0.0631,3.8813,0.0621,7399,221,2878,0,8192,0.0
531,Qwen2.5-VL-3B,,643.33,71.65,714.99,0.756,124,2,126,0,Yes,no,Are there more square water areas than roads?,5.86,6.98,13.15,61.9,9.13,0.0736,4.5661,0.0725,7402,218,2885,0,8192,0.0
532,Qwen2.5-VL-3B,,717.40,72.14,789.53,0.815,122,2,124,1,Yes,yes,Is a square grass area present?,5.59,7.01,12.77,61.7,10.07,0.0825,5.0330,0.0812,7401,219,2909,0,8192,0.0
533,Qwen2.5-VL-3B,,1931.46,132.50,2063.96,2.916,129,2,131,1,No,no,Is the number of large buildings equal to the number of cemeterys?,2.97,6.29,8.92,60.6,25.55,0.1981,12.7766,0.1951,7401,219,2921,0,8192,0.0
534,Qwen2.5-VL-3B,,1301.85,457.03,1758.88,2.257,123,5,128,0,1000,5,How many large commercial buildings are there?,2.19,3.99,7.74,60.4,17.15,0.1394,3.4302,0.1340,7385,235,2977,0,8192,0.0
535,Qwen2.5-VL-3B,,482.84,99.44,582.29,0.747,122,2,124,1,Yes,yes,Are there more roads than forests?,4.09,6.29,10.43,61.2,7.17,0.0588,3.5853,0.0578,7385,235,2992,0,8192,0.0
536,Qwen2.5-VL-3B,,465.12,74.29,539.42,0.591,120,2,122,1,Yes,yes,Is there a forest?,5.51,6.63,12.40,60.8,6.16,0.0513,3.0777,0.0505,7389,231,2987,0,8192,0.0
537,Qwen2.5-VL-3B,,1138.21,80.73,1218.94,1.260,127,2,129,0,Yes,no,Are there less residential buildings than grass areas in the image?,4.67,7.21,11.38,61.4,13.38,0.1054,6.6916,0.1037,7388,232,2980,0,8192,0.0
538,Qwen2.5-VL-3B,,477.81,68.71,546.52,0.581,122,2,124,1,Yes,yes,Is there a medium commercial building?,5.95,6.87,13.08,61.2,6.45,0.0529,3.2258,0.0520,7390,230,2977,0,8192,0.0
539,Qwen2.5-VL-3B,,503.86,70.80,574.66,0.630,123,2,125,1,Yes,yes,Are there less roads than residential buildings?,6.77,7.17,14.48,60.9,8.68,0.0705,4.3388,0.0694,7395,225,2970,0,8192,0.0
540,Qwen2.5-VL-3B,,1721.62,339.73,2061.35,2.170,124,4,128,0,100,23,What is the number of medium residential buildings?,3.19,6.71,9.15,60.8,19.16,0.1545,4.7901,0.1497,7398,222,2962,0,8192,0.0
541,Qwen2.5-VL-3B,,746.40,490.92,1237.31,1.933,120,2,122,1,Yes,yes,Is there a parking?,3.34,4.77,9.23,60.2,18.28,0.1523,9.1377,0.1498,7392,228,2991,0,8192,0.0
542,Qwen2.5-VL-3B,,517.90,55.87,573.77,0.717,122,2,124,1,Yes,yes,Is a small commercial building present?,2.07,5.27,7.57,60.1,5.15,0.0422,2.5754,0.0415,7395,225,3003,0,8192,0.0
543,Qwen2.5-VL-3B,,463.51,69.06,532.57,0.575,121,2,123,1,Yes,yes,Is a farmland present?,5.71,7.26,12.55,60.8,6.23,0.0515,3.1132,0.0506,7396,224,2999,0,8192,0.0
544,Qwen2.5-VL-3B,,963.44,82.54,1045.98,1.144,124,2,126,0,No,yes,Is a rectangular building present in the image?,5.31,6.98,12.11,60.8,13.12,0.1058,6.5587,0.1041,7398,222,2993,0,8192,0.0
545,Qwen2.5-VL-3B,,457.58,74.10,531.68,0.639,121,2,123,1,Yes,yes,Is there a grass area?,6.06,7.48,13.02,60.8,7.71,0.0637,3.8552,0.0627,7391,229,3006,0,8192,0.0
546,Qwen2.5-VL-3B,,490.32,70.36,560.67,0.613,123,2,125,0,Yes,no,Are there more water areas than roads?,6.58,7.29,13.79,60.6,8.22,0.0668,4.1102,0.0658,7399,221,2999,0,8192,0.0
547,Qwen2.5-VL-3B,,494.96,70.92,565.88,0.598,122,2,124,1,Yes,yes,Are there more buildings than forests?,6.08,6.83,13.28,60.4,6.61,0.0542,3.3034,0.0533,7398,222,2993,0,8192,0.0
548,Qwen2.5-VL-3B,,515.98,70.14,586.12,0.641,124,2,126,1,Yes,yes,Are there more commercial buildings than water areas?,6.23,6.87,13.82,60.7,8.24,0.0665,4.1219,0.0654,7399,221,2989,0,8192,0.0
549,Qwen2.5-VL-3B,,516.62,120.46,637.08,0.678,121,2,123,0,No,yes,Is a large forest present?,6.17,6.90,13.78,60.9,8.28,0.0684,4.1385,0.0673,7397,223,2992,0,8192,0.0
550,Qwen2.5-VL-3B,,2459.75,134.42,2594.16,2.643,129,2,131,1,No,no,Is the number of grass areas equal to the number of commercial buildings?,2.60,6.33,8.32,59.9,21.41,0.1660,10.7059,0.1634,7405,215,2980,0,8192,0.0
551,Qwen2.5-VL-3B,,4763.71,310.61,5074.32,6.009,122,2,124,0,2,0,How many large roads are there?,1.43,3.32,6.64,59.0,39.02,0.3198,19.5108,0.3147,7397,223,3018,0,8192,0.0
552,Qwen2.5-VL-3B,,1228.43,118.55,1346.98,1.604,129,2,131,1,No,no,Is the number of roads equal to the number of square grass areas?,2.65,5.28,8.42,59.4,13.45,0.1043,6.7246,0.1027,7380,240,3059,0,8192,0.0
553,Qwen2.5-VL-3B,,927.38,98.82,1026.20,1.152,121,2,123,1,Yes,yes,Is a square building present?,3.55,6.09,9.55,59.7,10.39,0.0859,5.1971,0.0845,7388,232,3044,0,8192,0.0
554,Qwen2.5-VL-3B,,537.48,70.48,607.96,0.667,122,2,124,1,Yes,yes,Is a small grass area present?,6.11,7.44,12.98,59.9,7.73,0.0634,3.8662,0.0624,7392,228,3047,0,8192,0.0
555,Qwen2.5-VL-3B,,2081.76,136.94,2218.71,2.328,124,2,126,0,Yes,no,Are there more water areas than residential buildings?,3.21,6.01,9.11,59.0,20.37,0.1643,10.1851,0.1617,7402,218,3047,0,8192,0.0
556,Qwen2.5-VL-3B,,553.13,56.67,609.80,1.061,121,2,123,0,Yes,no,Is a rectangular road present?,3.58,4.65,9.62,58.6,9.50,0.0786,4.7524,0.0773,7398,222,3064,0,8192,0.0
557,Qwen2.5-VL-3B,,7841.52,358.23,8199.75,8.295,124,2,126,0,Yes,no,Are there less roads than square grass areas?,1.59,5.79,6.87,59.3,55.45,0.4471,27.7232,0.4401,7404,216,3063,0,8192,0.0
558,Qwen2.5-VL-3B,,1668.41,1239.36,2907.77,3.736,123,4,127,0,100,0,What is the number of square roads?,1.89,3.72,7.36,57.6,26.82,0.2180,6.7049,0.2112,7392,228,3090,0,8192,0.0
559,Qwen2.5-VL-3B,,1178.75,1046.94,2225.69,3.043,124,4,128,0,100,0,What is the number of square commercial buildings?,2.09,3.80,7.60,56.9,22.80,0.1838,5.6993,0.1781,7401,219,3090,0,8192,0.0
560,Qwen2.5-VL-3B,,8517.36,635.38,9152.74,11.853,131,2,133,1,No,no,Is the number of buildings equal to the number of grass areas in the image?,1.06,2.93,6.14,55.4,72.23,0.5514,36.1152,0.5431,7402,218,3092,0,8192,0.0
